score,adsh,form,file_date,file_type,file_description,root_forms,ciks,display_names,_id
14.859017,0000950157-20-000795,8-K,2020-06-24,EX-2.1,"CONFIRMATION ORDER, DATED JUNE 20, 2020",8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-20-000795:ex2-1.htm
14.858927,0000950157-20-000351,8-K,2020-03-10,EX-99.1,CONSOLIDATED FINANCIAL PROJECTIONS,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-20-000351:ex99-1.htm
14.858911,0001004980-25-000131,8-K,2025-07-31,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000131:pge-q22025pressrelease.htm
14.85487,0000827052-20-000110,8-K,2020-07-28,EX-99.3,"EX-99.3 EIX Q2 2020 CONFERENCE CALL PRESENTATION DATED JULY 28, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000110:eix-sceexhibit993q22020.htm
14.853519,0000827052-23-000013,8-K,2023-02-24,EX-99.1,"EX-99.1 EIX BUSINESS UPDATE PRESENTATION DATED FEBRUARY 24, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000013:eix-20230224xex99d1.htm
14.853405,0000827052-23-000083,8-K,2023-11-01,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED NOV 1, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000083:eix-20231101xex99d1.htm
14.853332,0000827052-19-000170,8-K,2019-10-30,EX-99.1,"EXHIBIT 99.1 EIX BUSINESS UPDATE PRESENTATION DATED OCTOBER 30, 2019",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000170:eixoctober2019businessup.htm
14.851335,0001004980-25-000147,8-K,2025-10-23,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000147:pge-q32025pressrelease.htm
14.851299,0000354707-25-000062,8-K,2025-11-07,EX-99,EX-99,8-K,"0000354707,0000046207","HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (HAWEL, HAWEM, HAWEN, HAWLI, HAWLL, HAWLM, HAWLN)  (CIK 0000046207)",0000354707-25-000062:heiexhibit99-8xk11x07x25.htm
14.850963,0001004980-24-000104,8-K,2024-07-25,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000104:q224earningspresentation.htm
14.850389,0000827052-24-000017,8-K,2024-02-23,EX-99.1,"EX-99.1 EIX BUSINESS UPDATE PRESENTATION DATED FEBRUARY 23, 2024",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000017:eix-20240223xex99d1.htm
14.8499155,0001004980-20-000057,8-K,2020-10-29,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000057:pge_q3x2020earningsprese.htm
14.849819,0000827052-25-000022,10-K,2025-02-27,10-K,10-K,10-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000022:eix-20241231.htm
14.849139,0000827052-21-000033,10-Q,2021-04-27,10-Q,EIX/SCE Q110-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000033:eix-20210331x10q.htm
14.847894,0000950157-19-000727,8-K,2019-06-19,EX-10.5,PLAN SUPPORT AGREEMENT [YUBA],8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000727:ex10-5.htm
14.847394,0001558370-21-014092,8-K,2021-11-02,EX-99.4,"EXHIBIT 99.4 EIX Q3 2021 FINANCIAL RESULTS PRESENTATION DATED NOVEMBER 2, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-014092:eix-20211102xex99d4.htm
14.84379,0001004980-25-000147,8-K,2025-10-23,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000147:q325earningspresentation.htm
14.842414,0000827052-22-000075,8-K,2022-11-01,EX-99.3,"EX-99.3 EIX Q3 2022 FINANCIAL RESULTS PRESENTATION DATED NOVEMBER 1, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000075:eix-20221101xex99d3.htm
14.841535,0000827052-19-000033,8-K,2019-02-28,EX-99.2,EIX 2018 FINANCIAL RESULTS CONFERENCE CALL PREPARED REMARKS DATED 2/28/19,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000033:a992preparedremarksof4qful.htm
14.840829,0001004980-22-000119,CORRESP,2022-09-15,CORRESP,,CORRESP,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000119:filename1.htm
14.840749,0001004980-23-000148,8-K,2023-10-26,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000148:pge-102623xpressrelease.htm
14.83752,0000827052-26-000010,8-K,2026-02-18,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED FEBRUARY 18, 2026",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000010:eix-2026x02x18exx991.htm
14.836681,0001918072-23-000010,10-D,2023-06-15,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-23-000010:pgewildfirerecoveryfunding.htm
14.836681,0001918072-25-000013,10-D,2025-12-12,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-25-000013:pgewildfirerecoveryfunding.htm
14.834891,0000354707-25-000008,8-K,2025-02-21,EX-99,EX-99,8-K,"0000354707,0000046207",HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (CIK 0000046207),0000354707-25-000008:heiexhibit99-8xk02x21x25.htm
14.834254,0000827052-23-000084,10-Q,2023-11-01,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000084:eix-20230930x10q.htm
14.832896,0000827052-25-000073,8-K,2025-07-31,EX-99.3,"EX-99.3 EIX Q2 2025 FINANCIAL RESULTS PRESENTATION DATED JULY 31, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000073:eixq22025earningstelecon.htm
14.832289,0001004980-25-000008,8-K,2025-02-13,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000008:pge-q42024pressrelease.htm
14.829932,0001004980-21-000005,8-K,2021-02-25,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000005:ecq42020earningspresenta.htm
14.829441,0001004980-23-000089,10-Q,2023-05-04,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000089:pcg-20230331.htm
14.828477,0000827052-25-000042,8-K,2025-04-29,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED APRIL 29, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000042:eix-2025x04x29exx991.htm
14.828434,0001558370-21-004913,8-K,2021-04-27,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE DATED APRIL 27, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-004913:eix-20210427xex99d1.htm
14.825919,0000827052-26-000010,8-K,2026-02-18,EX-99.3,EX-99.3 EIX FOURTH QUARTER AND FULL-YEAR 2025 PRESENTATION,8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000010:eixq42025earningstelecon.htm
14.825859,0001004980-21-000005,8-K,2021-02-25,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000005:pge-022521xpressrelease1.htm
14.822674,0000827052-24-000034,8-K,2024-04-30,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED APRIL 30, 2024",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000034:eix-20240430xex99d1.htm
14.822229,0000827052-23-000036,8-K,2023-05-02,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED MAY 2, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000036:eix-20230502xex99d1.htm
14.82118,0001004980-20-000008,8-K,2020-02-18,EX-99.4,EX-99.4,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000008:pgedisclosurestatementfi.htm
14.819549,0001558370-22-001929,8-K,2022-02-24,EX-99.2,"EXHIBIT 99.2 EDISON INTERNATIONAL FOURTH QUARTER AND FULL-YEAR 2021 FINANCIAL RESULTS CONFERENCE CALL PREPARED REMARKS DATED FEBRUARY 24, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-22-001929:eix-20220224xex99d2.htm
14.818546,0000827052-20-000090,8-K,2020-04-30,EX-99.3,"EXHIBIT 99.3 EIX Q1 2020 CONFERENCE CALL PRESENTATION DATED APRIL 30, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000090:eixq12020earningstelecon.htm
14.816552,0000827052-24-000020,ARS,2024-03-15,ARS,ARS,ARS,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000020:eix-20231231xars.pdf
14.815889,0001004980-22-000069,8-K,2022-04-28,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000069:pge-042822xpressrelease.htm
14.814907,0001918072-25-000008,10-D,2025-06-13,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-25-000008:pgewildfirerecoveryfunding.htm
14.814141,0000950157-19-000727,8-K,2019-06-19,EX-10.4,PLAN SUPPORT AGREEMENT [PARADISE RECREATION AND PARK DISTRICT],8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000727:ex10-4.htm
14.813345,0001004980-21-000030,8-K,2021-07-29,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000030:pge-072921xpressrelease.htm
14.81262,0001004980-22-000008,8-K,2022-02-10,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000008:pge-021022xpressrelease.htm
14.812108,0001558370-21-009596,8-K,2021-07-29,EX-99.3,EX-99.3,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-009596:eix-20210729xex99d3.htm
14.81076,0001004980-25-000085,8-K,2025-04-24,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000085:q125earningspresentation.htm
14.810757,0001999371-25-013212,8-K,2025-09-15,EX-99.1,NON-GAAP RECONCILIATION,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001999371-25-013212:ex99-1.htm
14.809559,0000827052-25-000021,8-K,2025-02-27,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED FEBRUARY 27, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000021:eix-2025x02x27exx991.htm
14.809251,0001558370-21-004913,8-K,2021-04-27,EX-99.3,"EXHIBIT 99.3 EIX Q1 2021 FINANCIAL RESULTS PRESENTATION DATED APRIL 27, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-004913:eix-20210427xex99d3.htm
14.808437,0001004980-25-000131,8-K,2025-07-31,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000131:q225earningspresentation.htm
14.808379,0000827052-19-000138,8-K,2019-07-29,EX-99.1,8-K BUSINESS UPDATE 07/26/19,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000138:eixjuly2019businessupdat.htm
14.804652,0000827052-23-000064,8-K,2023-07-27,EX-99.3,"EX-99.3 EIX Q2 2023 FINANCIAL RESULTS PRESENTATION DATED JULY 27, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000064:eix-20230727xex99d3.htm
14.804411,0000827052-23-000010,10-K,2023-02-23,10-K,EIX/SCE 10-K,10-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000010:eix-20221231x10k.htm
14.799845,0000827052-20-000114,8-K,2020-07-29,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION JULY 29, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000114:exhibit991businessupdate.htm
14.797655,0000827052-25-000073,8-K,2025-07-31,EX-99.2,"EX-99.2 EIX Q2 2025 CONFERENCE CALL PREPARED REMARKS DATED JULY 31, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000073:eix-2025x07x31exx992.htm
14.796009,0001004980-22-000070,10-Q,2022-04-28,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000070:pcg-20220331.htm
14.795974,0001004980-25-000008,8-K,2025-02-13,EX-9.2,EX-9.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000008:q424earningspresentation.htm
14.795702,0000827052-19-000167,8-K,2019-10-29,EX-99.2,"EXHIBIT 99.2 EIX Q3 2019 CONFERENCE CALL PREPARED REMARKS DATED OCTOBER 29, 2019",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-19-000167:exhibit992preparedrema.htm
14.792055,0000827052-22-000053,10-Q,2022-07-28,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000053:eix-20220630x10q.htm
14.790747,0000827052-24-000074,8-K,2024-10-29,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED OCT 29, 2024",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-24-000074:eix-20241029xex99d1.htm
14.78732,0001004980-23-000028,8-K,2023-02-23,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000028:pge-022323xpressrelease.htm
14.785956,0000950157-19-000727,8-K,2019-06-19,EX-10.3,PLAN SUPPORT AGREEMENT [BUTTE],8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000727:ex10-3.htm
14.78442,0000827052-26-000041,8-K,2026-04-28,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED APRIL 28, 2026",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000041:eix-2026x0428exx991.htm
14.78368,0001004980-22-000111,8-K,2022-07-28,EX-99.2,EX-99.2,8-K,0001004980,"PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001004980-22-000111:q222earningspresentation.htm
14.783419,0000827052-23-000009,8-K,2023-02-23,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE DATED FEBRUARY 23, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000009:eix-20230223xex99d1.htm
14.782327,0001004980-24-000121,10-Q,2024-11-07,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000121:pcg-20240930.htm
14.780826,0000827052-20-000124,8-K,2020-09-23,EX-99.1,"EX-99.1 PRESS RELEASE SEPTEMBER 23, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000124:septembersettlementnew.htm
14.780437,0000827052-18-000152,8-K,2018-10-30,EX-99.2,"EXHIBIT 99.2 EIX Q3 2018 CONFERENCE CALL PREPARED REMARKS DATED OCTOBER 30, 2018",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-18-000152:eix-sceexhibit99x2q32018.htm
